USAF,  NCDC, Date,    HrMn,I, Type, QCP,Dir,Q,I,  Spd,Q,  
411945,99999,20130224,0900,4,FM-15,    ,200,1,N,  5.7,1,
411945,99999,20130224,1000,4,FM-15,    ,240,1,N,  4.1,1,
411945,99999,20130224,1100,4,FM-15,    ,999,9,V,  3.1,1,
411945,99999,20130224,1129,4,FM-16,    ,320,1,N,  6.2,1,
411945,99999,20130224,1200,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20130224,1300,4,FM-15,    ,320,1,N,  3.6,1,
411945,99999,20130224,1400,4,FM-15,    ,310,1,N,  3.6,1,
411945,99999,20130224,1500,4,FM-15,    ,340,1,N,  2.6,1,
411945,99999,20130224,1600,4,FM-15,    ,340,1,N,  3.1,1,
411945,99999,20130224,1700,4,FM-15,    ,060,1,N,  2.6,1,
411945,99999,20130224,1800,4,FM-15,    ,060,1,N,  3.6,1,
411945,99999,20130224,1900,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20130224,2000,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130224,2100,4,FM-15,    ,110,1,N,  1.5,1,
411945,99999,20130224,2200,4,FM-15,    ,150,1,N,  1.5,1,
411945,99999,20130224,2300,4,FM-15,    ,250,1,N,  2.1,1,
411945,99999,20130225,0000,4,FM-15,    ,290,1,N,  3.1,1,
411945,99999,20130225,0100,4,FM-15,    ,220,1,N,  3.6,1,
411945,99999,20130225,0200,4,FM-15,    ,260,1,N,  3.1,1,
411945,99999,20130225,0300,4,FM-15,    ,270,1,N,  2.6,1,
411945,99999,20130225,0400,4,FM-15,    ,190,1,N,  3.1,1,
411945,99999,20130225,0500,4,FM-15,    ,250,1,N,  3.6,1,
411945,99999,20130225,0600,4,FM-15,    ,280,1,N,  4.1,1,
411945,99999,20130225,0700,4,FM-15,    ,290,1,N,  5.7,1,
411945,99999,20130225,0800,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20130225,0900,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20130225,1000,4,FM-15,    ,280,1,N,  8.2,1,
411945,99999,20130225,1100,4,FM-15,    ,280,1,N,  9.3,1,
411945,99999,20130225,1200,4,FM-15,    ,280,1,N,  9.3,1,
411945,99999,20130225,1300,4,FM-15,    ,280,1,N,  9.8,1,
411945,99999,20130225,1400,4,FM-15,    ,290,1,N, 10.3,1,
411945,99999,20130225,1433,4,FM-16,    ,290,1,N,  9.3,1,
411945,99999,20130225,1500,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20130225,1600,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20130225,1700,4,FM-15,    ,280,1,N,  6.7,1,
411945,99999,20130225,1800,4,FM-15,    ,280,1,N,  4.1,1,
411945,99999,20130225,1900,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20130225,2000,4,FM-15,    ,270,1,N,  2.6,1,
411945,99999,20130225,2100,4,FM-15,    ,230,1,N,  2.1,1,
411945,99999,20130225,2200,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20130226,0000,4,FM-15,    ,190,1,N,  3.6,1,
411945,99999,20130226,0100,4,FM-15,    ,190,1,N,  3.6,1,
411945,99999,20130226,0200,4,FM-15,    ,200,1,N,  4.1,1,
411945,99999,20130226,0300,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20130226,0400,4,FM-15,    ,180,1,N,  4.1,1,
411945,99999,20130226,0500,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20130226,0600,4,FM-15,    ,210,1,N,  3.1,1,
411945,99999,20130226,0700,4,FM-15,    ,999,9,V,  2.1,1,
411945,99999,20130226,0800,4,FM-15,    ,230,1,N,  2.1,1,
411945,99999,20130226,0900,4,FM-15,    ,300,1,N,  3.1,1,
411945,99999,20130226,1000,4,FM-15,    ,300,1,N,  5.1,1,
411945,99999,20130226,1100,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20130226,1200,4,FM-15,    ,300,1,N,  5.1,1,
411945,99999,20130226,1300,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20130226,1400,4,FM-15,    ,320,1,N,  4.1,1,
411945,99999,20130226,1500,4,FM-15,    ,300,1,N,  4.1,1,
411945,99999,20130226,1600,4,FM-15,    ,300,1,N,  2.6,1,
411945,99999,20130226,1700,4,FM-15,    ,290,1,N,  1.5,1,
411945,99999,20130226,1800,4,FM-15,    ,050,1,N,  2.6,1,
411945,99999,20130226,1900,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130226,2000,4,FM-15,    ,160,1,N,  2.1,1,
411945,99999,20130226,2100,4,FM-15,    ,160,1,N,  2.1,1,
411945,99999,20130226,2200,4,FM-15,    ,190,1,N,  2.1,1,
411945,99999,20130226,2213,4,FM-16,    ,240,1,N,  2.6,1,
411945,99999,20130226,2300,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130226,2334,4,FM-16,    ,999,9,V,  0.5,1,
411945,99999,20130226,2341,4,FM-16,    ,999,9,V,  0.5,1,
411945,99999,20130227,0000,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130227,0034,4,FM-16,    ,180,1,N,  1.5,1,
411945,99999,20130227,0045,4,FM-16,    ,190,1,N,  2.1,1,
411945,99999,20130227,0100,4,FM-15,    ,190,1,N,  2.1,1,
411945,99999,20130227,0200,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20130227,0300,4,FM-15,    ,130,1,N,  2.1,1,
411945,99999,20130227,0400,4,FM-15,    ,140,1,N,  2.6,1,
411945,99999,20130227,0500,4,FM-15,    ,150,1,N,  2.6,1,
411945,99999,20130227,0505,4,FM-16,    ,150,1,N,  2.6,1,
411945,99999,20130227,0517,4,FM-16,    ,150,1,N,  3.1,1,
411945,99999,20130227,0542,4,FM-16,    ,150,1,N,  3.1,1,
411945,99999,20130227,0600,4,FM-15,    ,150,1,N,  3.1,1,
411945,99999,20130227,0700,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130227,0800,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130227,0900,4,FM-15,    ,080,1,N,  2.1,1,
411945,99999,20130227,1000,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130227,1100,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130227,1200,4,FM-15,    ,330,1,N,  6.7,1,
411945,99999,20130227,1300,4,FM-15,    ,330,1,N,  7.7,1,
411945,99999,20130227,1400,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20130227,1500,4,FM-15,    ,330,1,N,  4.6,1,
411945,99999,20130227,1600,4,FM-15,    ,330,1,N,  3.6,1,
411945,99999,20130227,1700,4,FM-15,    ,360,1,N,  1.5,1,
411945,99999,20130227,1800,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130227,1900,4,FM-15,    ,070,1,N,  2.6,1,
411945,99999,20130227,2000,4,FM-15,    ,060,1,N,  2.1,1,
411945,99999,20130227,2100,4,FM-15,    ,060,1,N,  2.6,1,
411945,99999,20130227,2200,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130227,2300,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130228,0000,4,FM-15,    ,090,1,N,  3.1,1,
411945,99999,20130228,0100,4,FM-15,    ,090,1,N,  2.1,1,
411945,99999,20130228,0200,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130228,0300,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130228,0400,4,FM-15,    ,250,1,N,  2.1,1,
411945,99999,20130228,0500,4,FM-15,    ,230,1,N,  1.5,1,
411945,99999,20130228,0600,4,FM-15,    ,999,9,C,  0.0,1,
411945,99999,20130228,0700,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20130228,0800,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130228,0900,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130228,1000,4,FM-15,    ,300,1,N,  5.1,1,
411945,99999,20130228,1100,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20130228,1200,4,FM-15,    ,320,1,N,  7.2,1,
411945,99999,20130228,1300,4,FM-15,    ,340,1,N,  6.7,1,
411945,99999,20130228,1400,4,FM-15,    ,340,1,N,  6.2,1,
411945,99999,20130228,1600,4,FM-15,    ,020,1,N,  4.1,1,
411945,99999,20130228,1700,4,FM-15,    ,040,1,N,  3.6,1,
411945,99999,20130228,1800,4,FM-15,    ,040,1,N,  3.6,1,
411945,99999,20130228,1900,4,FM-15,    ,070,1,N,  2.6,1,
411945,99999,20130228,2000,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20130228,2100,4,FM-15,    ,070,1,N,  3.1,1,
411945,99999,20130228,2200,4,FM-15,    ,080,1,N,  4.1,1,
411945,99999,20130228,2300,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20130301,0000,4,FM-15,    ,080,1,N,  2.6,1,
411945,99999,20130301,0100,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20130301,0200,4,FM-15,    ,080,1,N,  4.1,1,
411945,99999,20130301,0300,4,FM-15,    ,080,1,N,  4.1,1,
411945,99999,20130301,0400,4,FM-15,    ,100,1,N,  2.6,1,
411945,99999,20130301,0500,4,FM-15,    ,110,1,N,  5.7,1,
411945,99999,20130301,0600,4,FM-15,    ,150,1,N,  6.2,1,
411945,99999,20130301,0700,4,FM-15,    ,150,1,N,  6.2,1,
411945,99999,20130301,0800,4,FM-15,    ,140,1,N,  3.6,1,
411945,99999,20130301,0900,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130301,1000,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130301,1100,4,FM-15,    ,230,1,N,  2.1,1,
411945,99999,20130301,1200,4,FM-15,    ,350,1,N,  6.2,1,
411945,99999,20130301,1300,4,FM-15,    ,340,1,N,  7.2,1,
411945,99999,20130301,1400,4,FM-15,    ,010,1,N,  7.2,1,
411945,99999,20130301,1500,4,FM-15,    ,010,1,N,  4.1,1,
411945,99999,20130301,1600,4,FM-15,    ,020,1,N,  4.1,1,
411945,99999,20130301,1700,4,FM-15,    ,040,1,N,  4.6,1,
411945,99999,20130301,1800,4,FM-15,    ,050,1,N,  4.1,1,
411945,99999,20130301,1900,4,FM-15,    ,050,1,N,  5.1,1,
411945,99999,20130301,2000,4,FM-15,    ,040,1,N,  5.7,1,
411945,99999,20130301,2100,4,FM-15,    ,050,1,N,  5.1,1,
411945,99999,20130301,2200,4,FM-15,    ,060,1,N,  4.6,1,
411945,99999,20130301,2300,4,FM-15,    ,050,1,N,  4.6,1,
411945,99999,20130302,0000,4,FM-15,    ,050,1,N,  4.1,1,
411945,99999,20130302,0100,4,FM-15,    ,050,1,N,  3.6,1,
411945,99999,20130302,0200,4,FM-15,    ,080,1,N,  2.6,1,
411945,99999,20130302,0300,4,FM-15,    ,090,1,N,  2.1,1,
411945,99999,20130302,0400,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20130302,0500,4,FM-15,    ,150,1,N,  5.1,1,
411945,99999,20130302,0600,4,FM-15,    ,150,1,N,  5.7,1,
411945,99999,20130302,0700,4,FM-15,    ,150,1,N,  4.6,1,
411945,99999,20130302,0800,4,FM-15,    ,150,1,N,  4.6,1,
411945,99999,20130302,0900,4,FM-15,    ,140,1,N,  3.1,1,
411945,99999,20130302,1000,4,FM-15,    ,140,1,N,  2.1,1,
411945,99999,20130302,1100,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130302,1200,4,FM-15,    ,320,1,N,  5.1,1,
411945,99999,20130302,1300,4,FM-15,    ,340,1,N,  6.7,1,
411945,99999,20130302,1400,4,FM-15,    ,350,1,N,  6.7,1,
411945,99999,20130302,1500,4,FM-15,    ,010,1,N,  6.2,1,
411945,99999,20130302,1600,4,FM-15,    ,010,1,N,  4.6,1,
411945,99999,20130302,1700,4,FM-15,    ,020,1,N,  2.6,1,
411945,99999,20130302,1800,4,FM-15,    ,050,1,N,  2.6,1,
411945,99999,20130302,1900,4,FM-15,    ,100,1,N,  3.1,1,
411945,99999,20130302,2000,4,FM-15,    ,080,1,N,  2.6,1,
411945,99999,20130302,2100,4,FM-15,    ,360,1,N,  3.6,1,
411945,99999,20130302,2200,4,FM-15,    ,030,1,N,  3.6,1,
411945,99999,20130302,2300,4,FM-15,    ,070,1,N,  2.6,1,
411945,99999,20130303,0000,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20130303,0100,4,FM-15,    ,080,1,N,  4.1,1,
411945,99999,20130303,0200,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20130303,0300,4,FM-15,    ,050,1,N,  2.1,1,
411945,99999,20130303,0400,4,FM-15,    ,100,1,N,  1.5,1,
411945,99999,20130303,0500,4,FM-15,    ,120,1,N,  2.6,1,
411945,99999,20130303,0600,4,FM-15,    ,160,1,N,  5.1,1,
411945,99999,20130303,0700,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20130303,0800,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130303,0900,4,FM-15,    ,310,1,N,  2.6,1,
411945,99999,20130303,1000,4,FM-15,    ,999,9,V,  2.1,1,
411945,99999,20130303,1100,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20130303,1200,4,FM-15,    ,340,1,N,  5.7,1,
411945,99999,20130303,1300,4,FM-15,    ,330,1,N,  5.1,1,
411945,99999,20130303,1400,4,FM-15,    ,330,1,N,  5.7,1,
411945,99999,20130303,1500,4,FM-15,    ,330,1,N,  4.1,1,
411945,99999,20130303,1600,4,FM-15,    ,330,1,N,  3.1,1,
411945,99999,20130303,1700,4,FM-15,    ,350,1,N,  3.1,1,
411945,99999,20130303,1800,4,FM-15,    ,010,1,N,  2.6,1,
411945,99999,20130303,1900,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130303,2000,4,FM-15,    ,080,1,N,  1.5,1,
411945,99999,20130303,2100,4,FM-15,    ,080,1,N,  1.5,1,
411945,99999,20130303,2200,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20130303,2300,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20130304,0000,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20130304,0100,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20130304,0200,4,FM-15,    ,110,1,N,  2.1,1,
411945,99999,20130304,0300,4,FM-15,    ,100,1,N,  2.6,1,
411945,99999,20130304,0400,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20130304,0500,4,FM-15,    ,100,1,N,  2.6,1,
411945,99999,20130304,0600,4,FM-15,    ,070,1,N,  1.5,1,
411945,99999,20130304,0700,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130304,0800,4,FM-15,    ,320,1,N,  2.1,1,
411945,99999,20130304,0900,4,FM-15,    ,340,1,N,  2.6,1,
411945,99999,20130304,1000,4,FM-15,    ,330,1,N,  3.1,1,
411945,99999,20130304,1100,4,FM-15,    ,330,1,N,  4.6,1,
411945,99999,20130304,1200,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20130304,1300,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20130304,1400,4,FM-15,    ,320,1,N,  5.1,1,
411945,99999,20130304,1500,4,FM-15,    ,320,1,N,  6.2,1,
411945,99999,20130304,1600,4,FM-15,    ,350,1,N,  0.5,1,
411945,99999,20130304,1700,4,FM-15,    ,030,1,N,  2.1,1,
411945,99999,20130304,1800,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130304,1900,4,FM-15,    ,190,1,N,  1.5,1,
411945,99999,20130304,2000,4,FM-15,    ,240,1,N,  2.1,1,
411945,99999,20130304,2100,4,FM-15,    ,220,1,N,  1.5,1,
411945,99999,20130304,2200,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20130304,2300,4,FM-15,    ,170,1,N,  1.5,1,
411945,99999,20130305,0000,4,FM-15,    ,140,1,N,  1.5,1,
411945,99999,20130305,0100,4,FM-15,    ,110,1,N,  2.1,1,
411945,99999,20130305,0200,4,FM-15,    ,110,1,N,  2.6,1,
411945,99999,20130305,0300,4,FM-15,    ,120,1,N,  2.6,1,
411945,99999,20130305,0400,4,FM-15,    ,130,1,N,  3.6,1,
411945,99999,20130305,0500,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130305,0600,4,FM-15,    ,110,1,N,  3.6,1,
411945,99999,20130305,0700,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20130305,0800,4,FM-15,    ,230,1,N,  1.5,1,
411945,99999,20130305,0900,4,FM-15,    ,310,1,N,  3.6,1,
411945,99999,20130305,1000,4,FM-15,    ,290,1,N,  4.6,1,
411945,99999,20130305,1100,4,FM-15,    ,320,1,N,  3.6,1,
411945,99999,20130305,1200,4,FM-15,    ,310,1,N,  4.1,1,
411945,99999,20130305,1300,4,FM-15,    ,320,1,N,  4.1,1,
411945,99999,20130305,1400,4,FM-15,    ,310,1,N,  4.6,1,
411945,99999,20130305,1500,4,FM-15,    ,320,1,N,  2.6,1,
411945,99999,20130305,1600,4,FM-15,    ,030,1,N,  2.1,1,
411945,99999,20130305,1700,4,FM-15,    ,080,1,N,  3.1,1,
411945,99999,20130305,1800,4,FM-15,    ,080,1,N,  4.1,1,
411945,99999,20130305,1900,4,FM-15,    ,090,1,N,  4.1,1,
411945,99999,20130305,2000,4,FM-15,    ,070,1,N,  2.6,1,
411945,99999,20130305,2100,4,FM-15,    ,070,1,N,  2.6,1,
411945,99999,20130305,2200,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20130305,2300,4,FM-15,    ,100,1,N,  1.5,1,
411945,99999,20130306,0000,4,FM-15,    ,100,1,N,  3.6,1,
411945,99999,20130306,0100,4,FM-15,    ,100,1,N,  3.6,1,
411945,99999,20130306,0200,4,FM-15,    ,100,1,N,  4.1,1,
411945,99999,20130306,0300,4,FM-15,    ,140,1,N,  6.7,1,
411945,99999,20130306,0400,4,FM-15,    ,150,1,N,  7.2,1,
411945,99999,20130306,0500,4,FM-15,    ,150,1,N,  8.2,1,
411945,99999,20130306,0600,4,FM-15,    ,150,1,N,  8.7,1,
411945,99999,20130306,0700,4,FM-15,    ,170,1,N,  8.7,1,
411945,99999,20130306,0800,4,FM-15,    ,180,1,N,  7.2,1,
411945,99999,20130306,0900,4,FM-15,    ,180,1,N,  6.7,1,
411945,99999,20130306,1000,4,FM-15,    ,180,1,N,  6.2,1,
411945,99999,20130306,1100,4,FM-15,    ,170,1,N,  6.7,1,
411945,99999,20130306,1200,4,FM-15,    ,190,1,N,  5.7,1,
411945,99999,20130306,1237,4,FM-16,    ,340,1,N,  5.1,1,
411945,99999,20130306,1300,4,FM-15,    ,340,1,N,  7.2,1,
411945,99999,20130306,1400,4,FM-15,    ,360,1,N,  5.7,1,
411945,99999,20130306,1500,4,FM-15,    ,010,1,N,  5.7,1,
411945,99999,20130306,1600,4,FM-15,    ,050,1,N,  4.1,1,
411945,99999,20130306,1700,4,FM-15,    ,080,1,N,  5.1,1,
411945,99999,20130306,1800,4,FM-15,    ,070,1,N,  4.1,1,
411945,99999,20130306,1900,4,FM-15,    ,090,1,N,  6.2,1,
411945,99999,20130306,2000,4,FM-15,    ,100,1,N,  4.1,1,
411945,99999,20130306,2100,4,FM-15,    ,120,1,N,  5.7,1,
411945,99999,20130306,2200,4,FM-15,    ,140,1,N,  6.7,1,
411945,99999,20130306,2300,4,FM-15,    ,140,1,N,  5.7,1,
411945,99999,20130307,0000,4,FM-15,    ,150,1,N,  6.2,1,
411945,99999,20130307,0100,4,FM-15,    ,180,1,N,  5.1,1,
411945,99999,20130307,0200,4,FM-15,    ,160,1,N,  4.6,1,
411945,99999,20130307,0300,4,FM-15,    ,160,1,N,  4.6,1,
411945,99999,20130307,0400,4,FM-15,    ,160,1,N,  4.1,1,
411945,99999,20130307,0500,4,FM-15,    ,190,1,N,  7.2,1,
411945,99999,20130307,0600,4,FM-15,    ,180,1,N,  8.2,1,
411945,99999,20130307,0700,4,FM-15,    ,220,1,N,  7.7,1,
411945,99999,20130307,0800,4,FM-15,    ,210,1,N,  7.7,1,
411945,99999,20130307,0900,4,FM-15,    ,220,1,N,  6.2,1,
411945,99999,20130307,1000,4,FM-15,    ,240,1,N,  6.2,1,
411945,99999,20130307,1100,4,FM-15,    ,300,1,N,  6.7,1,
411945,99999,20130307,1200,4,FM-15,    ,300,1,N,  9.8,1,
411945,99999,20130307,1213,4,FM-16,    ,300,1,N,  8.2,1,
411945,99999,20130307,1300,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20130307,1400,4,FM-15,    ,310,1,N,  8.2,1,
411945,99999,20130307,1500,4,FM-15,    ,310,1,N,  8.2,1,
411945,99999,20130307,1600,4,FM-15,    ,300,1,N,  6.2,1,
411945,99999,20130307,1700,4,FM-15,    ,300,1,N,  5.7,1,
411945,99999,20130307,1800,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20130307,1900,4,FM-15,    ,310,1,N,  4.1,1,
411945,99999,20130307,2000,4,FM-15,    ,290,1,N,  4.1,1,
411945,99999,20130307,2100,4,FM-15,    ,290,1,N,  3.1,1,
411945,99999,20130307,2200,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20130307,2300,4,FM-15,    ,280,1,N,  3.1,1,
411945,99999,20130308,0000,4,FM-15,    ,270,1,N,  2.6,1,
411945,99999,20130308,0100,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20130308,0200,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20130308,0300,4,FM-15,    ,260,1,N,  2.6,1,
411945,99999,20130308,0400,4,FM-15,    ,230,1,N,  2.6,1,
411945,99999,20130308,0500,4,FM-15,    ,280,1,N,  5.1,1,
411945,99999,20130308,0600,4,FM-15,    ,290,1,N,  6.2,1,
411945,99999,20130308,0700,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20130308,0800,4,FM-15,    ,300,1,N,  5.7,1,
411945,99999,20130308,0900,4,FM-15,    ,300,1,N,  6.2,1,
411945,99999,20130308,1000,4,FM-15,    ,300,1,N,  6.2,1,
411945,99999,20130308,1100,4,FM-15,    ,290,1,N,  6.2,1,
411945,99999,20130308,1200,4,FM-15,    ,300,1,N,  7.2,1,
411945,99999,20130308,1300,4,FM-15,    ,280,1,N,  6.7,1,
411945,99999,20130308,1400,4,FM-15,    ,290,1,N,  6.7,1,
411945,99999,20130308,1500,4,FM-15,    ,280,1,N,  5.1,1,
411945,99999,20130308,1600,4,FM-15,    ,290,1,N,  4.1,1,
411945,99999,20130308,1700,4,FM-15,    ,270,1,N,  2.1,1,
411945,99999,20130308,1800,4,FM-15,    ,250,1,N,  2.6,1,
411945,99999,20130308,1900,4,FM-15,    ,230,1,N,  3.1,1,
411945,99999,20130308,2000,4,FM-15,    ,230,1,N,  2.6,1,
411945,99999,20130308,2100,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20130308,2200,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20130308,2300,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20130309,0000,4,FM-15,    ,170,1,N,  3.1,1,
411945,99999,20130309,0100,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20130309,0200,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20130309,0300,4,FM-15,    ,160,1,N,  4.1,1,
411945,99999,20130309,0400,4,FM-15,    ,170,1,N,  4.1,1,
411945,99999,20130309,0500,4,FM-15,    ,190,1,N,  3.1,1,
411945,99999,20130309,0600,4,FM-15,    ,250,1,N,  2.1,1,
411945,99999,20130309,0700,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130309,0800,4,FM-15,    ,999,9,V,  2.1,1,
411945,99999,20130309,0900,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20130309,1000,4,FM-15,    ,300,1,N,  5.1,1,
411945,99999,20130309,1100,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20130309,1200,4,FM-15,    ,300,1,N,  5.7,1,
411945,99999,20130309,1300,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20130309,1400,4,FM-15,    ,310,1,N,  4.1,1,
411945,99999,20130309,1500,4,FM-15,    ,330,1,N,  2.6,1,
411945,99999,20130309,1600,4,FM-15,    ,330,1,N,  2.6,1,
411945,99999,20130309,1700,4,FM-15,    ,350,1,N,  2.1,1,
411945,99999,20130309,1800,4,FM-15,    ,090,1,N,  2.1,1,
411945,99999,20130309,1900,4,FM-15,    ,110,1,N,  2.1,1,
411945,99999,20130309,2000,4,FM-15,    ,120,1,N,  1.5,1,
411945,99999,20130309,2100,4,FM-15,    ,100,1,N,  1.5,1,
411945,99999,20130309,2200,4,FM-15,    ,100,1,N,  2.1,1,
411945,99999,20130309,2300,4,FM-15,    ,090,1,N,  3.1,1,
411945,99999,20130310,0000,4,FM-15,    ,110,1,N,  2.1,1,
411945,99999,20130310,0100,4,FM-15,    ,100,1,N,  2.6,1,
411945,99999,20130310,0200,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130310,0300,4,FM-15,    ,090,1,N,  3.1,1,
411945,99999,20130310,0400,4,FM-15,    ,100,1,N,  3.1,1,
411945,99999,20130310,0500,4,FM-15,    ,060,1,N,  2.6,1,
411945,99999,20130310,0600,4,FM-15,    ,110,1,N,  3.1,1,
411945,99999,20130310,0700,4,FM-15,    ,080,1,N,  1.5,1,
411945,99999,20130310,0800,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20130310,0900,4,FM-15,    ,200,1,N,  1.5,1,
411945,99999,20130310,1000,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130310,1100,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20130310,1200,4,FM-15,    ,340,1,N,  5.1,1,
411945,99999,20130310,1300,4,FM-15,    ,020,1,N,  2.6,1,
411945,99999,20130310,1400,4,FM-15,    ,030,1,N,  2.6,1,
411945,99999,20130310,1500,4,FM-15,    ,080,1,N,  2.1,1,
411945,99999,20130310,1600,4,FM-15,    ,120,1,N,  2.6,1,
411945,99999,20130310,1700,4,FM-15,    ,100,1,N,  2.6,1,
411945,99999,20130310,1800,4,FM-15,    ,110,1,N,  3.1,1,
411945,99999,20130310,1900,4,FM-15,    ,030,1,N,  3.1,1,
411945,99999,20130310,2000,4,FM-15,    ,070,1,N,  3.1,1,
411945,99999,20130310,2100,4,FM-15,    ,090,1,N,  3.1,1,
411945,99999,20130310,2200,4,FM-15,    ,090,1,N,  4.1,1,
411945,99999,20130310,2300,4,FM-15,    ,070,1,N,  3.6,1,
411945,99999,20130311,0000,4,FM-15,    ,100,1,N,  4.6,1,
411945,99999,20130311,0100,4,FM-15,    ,050,1,N,  3.6,1,
411945,99999,20130311,0200,4,FM-15,    ,100,1,N,  3.6,1,
411945,99999,20130311,0300,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20130311,0400,4,FM-15,    ,140,1,N,  4.6,1,
411945,99999,20130311,0500,4,FM-15,    ,170,1,N,  6.7,1,
411945,99999,20130311,0504,4,FM-16,    ,340,1,N,  6.2,1,
411945,99999,20130311,0516,4,FM-16,    ,330,1,N,  5.7,1,
411945,99999,20130311,0600,4,FM-15,    ,360,1,N,  7.7,1,
411945,99999,20130311,0700,4,FM-15,    ,040,1,N,  7.7,1,
411945,99999,20130311,0800,4,FM-15,    ,020,1,N,  7.2,1,
411945,99999,20130311,0900,4,FM-15,    ,360,1,N,  4.6,1,
411945,99999,20130311,1000,4,FM-15,    ,020,1,N,  3.6,1,
411945,99999,20130311,1100,4,FM-15,    ,360,1,N,  3.1,1,
411945,99999,20130311,1200,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20130311,1300,4,FM-15,    ,310,1,N,  5.1,1,
