USAF,  NCDC, Date,    HrMn,I, Type, QCP,Dir,Q,I,  Spd,Q,  
411945,99999,20100518,0500,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100518,0600,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100518,0700,4,FM-15,    ,330,1,N,  2.1,1,
411945,99999,20100527,0900,4,FM-15,    ,190,1,N,  5.1,1,
411945,99999,20100614,0400,4,FM-15,    ,170,1,N,  7.2,1,
411945,99999,20100614,0500,4,FM-15,    ,160,1,N,  6.2,1,
411945,99999,20100614,0600,4,FM-15,    ,170,1,N,  5.1,1,
411945,99999,20100614,0700,4,FM-15,    ,180,1,N,  2.6,1,
411945,99999,20100614,0800,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20100614,1100,4,FM-15,    ,310,1,N,  7.2,1,
411945,99999,20100614,1200,4,FM-15,    ,340,1,N,  7.7,1,
411945,99999,20100614,1300,4,FM-15,    ,330,1,N,  8.2,1,
411945,99999,20100614,1400,4,FM-15,    ,320,1,N,  6.2,1,
411945,99999,20100614,1500,4,FM-15,    ,320,1,N,  2.6,1,
411945,99999,20100614,1700,4,FM-15,    ,340,1,N,  2.6,1,
411945,99999,20100614,1800,4,FM-15,    ,360,1,N,  3.1,1,
411945,99999,20100614,1900,4,FM-15,    ,090,1,N,  2.6,1,
411945,99999,20100614,2000,4,FM-15,    ,100,1,N,  3.6,1,
411945,99999,20100614,2200,4,FM-15,    ,110,1,N,  2.1,1,
411945,99999,20100614,2300,4,FM-15,    ,120,1,N,  2.1,1,
411945,99999,20100615,0000,4,FM-15,    ,140,1,N,  1.0,1,
411945,99999,20100615,0100,4,FM-15,    ,150,1,N,  2.1,1,
411945,99999,20100615,0200,4,FM-15,    ,130,1,N,  0.5,1,
411945,99999,20100615,0400,4,FM-15,    ,150,1,N,  2.6,1,
411945,99999,20100615,0500,4,FM-15,    ,160,1,N,  6.2,1,
411945,99999,20100615,0600,4,FM-15,    ,160,1,N,  4.1,1,
411945,99999,20100615,0700,4,FM-15,    ,170,1,N,  3.1,1,
411945,99999,20100615,0800,4,FM-15,    ,999,9,V,  2.1,1,
411945,99999,20100615,0900,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100615,1000,4,FM-15,    ,340,1,N,  8.2,1,
411945,99999,20100615,1100,4,FM-15,    ,350,1,N,  8.2,1,
411945,99999,20100615,1200,4,FM-15,    ,360,1,N,  7.7,1,
411945,99999,20100615,1300,4,FM-15,    ,010,1,N,  7.7,1,
411945,99999,20100615,1400,4,FM-15,    ,010,1,N,  6.7,1,
411945,99999,20100615,1500,4,FM-15,    ,010,1,N,  5.7,1,
411945,99999,20100615,1600,4,FM-15,    ,040,1,N,  3.6,1,
411945,99999,20100615,1700,4,FM-15,    ,100,1,N,  3.6,1,
411945,99999,20100615,1900,4,FM-15,    ,130,1,N,  5.1,1,
411945,99999,20100615,2000,4,FM-15,    ,150,1,N,  4.6,1,
411945,99999,20100615,2100,4,FM-15,    ,140,1,N,  3.1,1,
411945,99999,20100615,2200,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100615,2300,4,FM-15,    ,020,1,N,  3.1,1,
411945,99999,20100616,0000,4,FM-15,    ,090,1,N,  1.5,1,
411945,99999,20100616,0100,4,FM-15,    ,160,1,N,  1.5,1,
411945,99999,20100616,0200,4,FM-15,    ,190,1,N,  2.1,1,
411945,99999,20100616,0300,4,FM-15,    ,210,1,N,  2.1,1,
411945,99999,20100616,0400,4,FM-15,    ,160,1,N,  7.7,1,
411945,99999,20100616,0514,4,FM-15,    ,170,1,N, 10.3,1,
411945,99999,20100616,0518,4,FM-15,    ,170,1,N, 10.3,1,
411945,99999,20100616,0600,4,FM-15,    ,170,1,N,  9.8,1,
411945,99999,20100616,0700,4,FM-15,    ,170,1,N,  9.3,1,
411945,99999,20100616,0800,4,FM-15,    ,160,1,N,  8.2,1,
411945,99999,20100616,0900,4,FM-15,    ,150,1,N,  6.2,1,
411945,99999,20100616,1000,4,FM-15,    ,170,1,N,  2.6,1,
411945,99999,20100616,1100,4,FM-15,    ,999,9,V,  2.1,1,
411945,99999,20100616,1200,4,FM-15,    ,320,1,N,  7.2,1,
411945,99999,20100616,1400,4,FM-15,    ,350,1,N,  5.1,1,
411945,99999,20100616,1500,4,FM-15,    ,020,1,N,  4.6,1,
411945,99999,20100616,1600,4,FM-15,    ,350,1,N,  3.1,1,
411945,99999,20100616,1700,4,FM-15,    ,360,1,N,  3.1,1,
411945,99999,20100616,1800,4,FM-15,    ,030,1,N,  3.1,1,
411945,99999,20100616,1900,4,FM-15,    ,050,1,N,  2.6,1,
411945,99999,20100616,2000,4,FM-15,    ,070,1,N,  3.1,1,
411945,99999,20100616,2100,4,FM-15,    ,080,1,N,  3.6,1,
411945,99999,20100616,2200,4,FM-15,    ,100,1,N,  3.1,1,
411945,99999,20100616,2300,4,FM-15,    ,110,1,N,  3.1,1,
411945,99999,20100617,0000,4,FM-15,    ,160,1,N,  5.7,1,
411945,99999,20100617,0100,4,FM-15,    ,160,1,N,  8.7,1,
411945,99999,20100617,0200,4,FM-15,    ,170,1,N, 10.8,1,
411945,99999,20100617,0300,4,FM-15,    ,160,1,N,  8.2,1,
411945,99999,20100617,0342,4,FM-15,    ,170,1,N,  9.3,1,
411945,99999,20100617,0400,4,FM-15,    ,170,1,N,  9.3,1,
411945,99999,20100617,0500,4,FM-15,    ,180,1,N, 10.8,1,
411945,99999,20100617,0600,4,FM-15,    ,200,1,N, 10.8,1,
411945,99999,20100617,0700,4,FM-15,    ,200,1,N,  9.8,1,
411945,99999,20100617,0800,4,FM-15,    ,210,1,N,  9.3,1,
411945,99999,20100617,0900,4,FM-15,    ,220,1,N,  7.7,1,
411945,99999,20100617,1000,4,FM-15,    ,230,1,N,  6.2,1,
411945,99999,20100617,1100,4,FM-15,    ,260,1,N,  4.1,1,
411945,99999,20100617,1200,4,FM-15,    ,320,1,N,  7.2,1,
411945,99999,20100617,1300,4,FM-15,    ,310,1,N,  5.7,1,
411945,99999,20100617,1400,4,FM-15,    ,320,1,N,  4.6,1,
411945,99999,20100617,1500,4,FM-15,    ,360,1,N,  2.6,1,
411945,99999,20100617,1600,4,FM-15,    ,070,1,N,  2.6,1,
411945,99999,20100617,1800,4,FM-15,    ,090,1,N,  3.6,1,
411945,99999,20100617,1900,4,FM-15,    ,100,1,N,  4.1,1,
411945,99999,20100617,2000,4,FM-15,    ,110,1,N,  3.6,1,
411945,99999,20100620,0400,4,FM-15,    ,170,1,N,  6.7,1,
411945,99999,20100620,0500,4,FM-15,    ,180,1,N,  5.7,1,
411945,99999,20100620,0600,4,FM-15,    ,190,1,N,  5.7,1,
411945,99999,20100620,0700,4,FM-15,    ,220,1,N,  6.2,1,
411945,99999,20100620,0800,4,FM-15,    ,300,1,N,  8.7,1,
411945,99999,20100620,0900,4,FM-15,    ,290,1,N,  9.8,1,
411945,99999,20100620,1000,4,FM-15,    ,300,1,N,  9.8,1,
411945,99999,20100620,1100,4,FM-15,    ,300,1,N,  8.7,1,
411945,99999,20100620,1200,4,FM-15,    ,310,1,N,  7.7,1,
411945,99999,20100620,2100,4,FM-15,    ,110,1,N,  1.5,1,
411945,99999,20100620,2300,4,FM-15,    ,130,1,N,  3.1,1,
411945,99999,20100621,0000,4,FM-15,    ,140,1,N,  2.6,1,
411945,99999,20100621,0300,4,FM-15,    ,180,1,N,  4.1,1,
411945,99999,20100621,0400,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20100621,0500,4,FM-15,    ,200,1,N,  4.6,1,
411945,99999,20100621,0600,4,FM-15,    ,220,1,N,  5.1,1,
411945,99999,20100621,0700,4,FM-15,    ,230,1,N,  4.6,1,
411945,99999,20100621,0800,4,FM-15,    ,230,1,N,  3.6,1,
411945,99999,20100621,0900,4,FM-15,    ,300,1,N,  5.7,1,
411945,99999,20100621,1000,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20100621,1100,4,FM-15,    ,320,1,N,  9.3,1,
411945,99999,20100621,1200,4,FM-15,    ,310,1,N,  8.2,1,
411945,99999,20100621,1300,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20100621,1400,4,FM-15,    ,310,1,N,  4.1,1,
411945,99999,20100621,1500,4,FM-15,    ,280,1,N,  3.6,1,
411945,99999,20100621,1600,4,FM-15,    ,280,1,N,  2.6,1,
411945,99999,20100621,1700,4,FM-15,    ,250,1,N,  1.5,1,
411945,99999,20100621,1800,4,FM-15,    ,170,1,N,  2.1,1,
411945,99999,20100621,1900,4,FM-15,    ,130,1,N,  1.5,1,
411945,99999,20100621,2000,4,FM-15,    ,130,1,N,  2.1,1,
411945,99999,20100621,2100,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20100621,2200,4,FM-15,    ,210,1,N,  2.1,1,
411945,99999,20100621,2300,4,FM-15,    ,210,1,N,  2.6,1,
411945,99999,20100622,0000,4,FM-15,    ,240,1,N,  2.6,1,
411945,99999,20100622,0100,4,FM-15,    ,200,1,N,  3.1,1,
411945,99999,20100622,0200,4,FM-15,    ,200,1,N,  3.1,1,
411945,99999,20100622,0300,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100622,0400,4,FM-15,    ,170,1,N,  4.6,1,
411945,99999,20100622,0500,4,FM-15,    ,180,1,N,  4.6,1,
411945,99999,20100622,0600,4,FM-15,    ,190,1,N,  5.1,1,
411945,99999,20100622,0700,4,FM-15,    ,210,1,N,  6.2,1,
411945,99999,20100622,0800,4,FM-15,    ,210,1,N,  5.7,1,
411945,99999,20100622,0900,4,FM-15,    ,220,1,N,  4.6,1,
411945,99999,20100622,0918,4,FM-15,    ,300,1,N,  6.7,1,
411945,99999,20100622,1000,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20100622,1100,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20100622,1200,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20100622,1300,4,FM-15,    ,290,1,N,  8.7,1,
411945,99999,20100622,1400,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20100622,1500,4,FM-15,    ,280,1,N,  7.2,1,
411945,99999,20100622,1600,4,FM-15,    ,280,1,N,  6.2,1,
411945,99999,20100622,1700,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20100622,1800,4,FM-15,    ,270,1,N,  3.6,1,
411945,99999,20100622,1900,4,FM-15,    ,240,1,N,  3.1,1,
411945,99999,20100622,2000,4,FM-15,    ,220,1,N,  3.1,1,
411945,99999,20100622,2100,4,FM-15,    ,210,1,N,  2.6,1,
411945,99999,20100622,2200,4,FM-15,    ,200,1,N,  3.6,1,
411945,99999,20100623,0000,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100623,0100,4,FM-15,    ,190,1,N,  4.6,1,
411945,99999,20100623,0200,4,FM-15,    ,190,1,N,  4.1,1,
411945,99999,20100623,0300,4,FM-15,    ,190,1,N,  4.1,1,
411945,99999,20100623,0400,4,FM-15,    ,190,1,N,  5.1,1,
411945,99999,20100623,0500,4,FM-15,    ,230,1,N,  4.6,1,
411945,99999,20100623,0600,4,FM-15,    ,280,1,N,  6.2,1,
411945,99999,20100623,0700,4,FM-15,    ,280,1,N,  6.7,1,
411945,99999,20100623,0800,4,FM-15,    ,280,1,N,  7.2,1,
411945,99999,20100623,0900,4,FM-15,    ,290,1,N,  8.2,1,
411945,99999,20100623,1000,4,FM-15,    ,290,1,N,  8.2,1,
411945,99999,20100623,1200,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20100623,1300,4,FM-15,    ,290,1,N,  8.7,1,
411945,99999,20100623,1400,4,FM-15,    ,280,1,N,  8.2,1,
411945,99999,20100623,1500,4,FM-15,    ,270,1,N,  7.7,1,
411945,99999,20100623,1600,4,FM-15,    ,270,1,N,  5.1,1,
411945,99999,20100623,1700,4,FM-15,    ,250,1,N,  3.6,1,
411945,99999,20100623,1800,4,FM-15,    ,210,1,N,  3.1,1,
411945,99999,20100623,1900,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100623,2000,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100623,2100,4,FM-15,    ,190,1,N,  3.6,1,
411945,99999,20100623,2200,4,FM-15,    ,190,1,N,  3.1,1,
411945,99999,20100623,2300,4,FM-15,    ,180,1,N,  3.1,1,
411945,99999,20100624,0000,4,FM-15,    ,210,1,N,  3.1,1,
411945,99999,20100624,0200,4,FM-15,    ,180,1,N,  4.1,1,
411945,99999,20100624,0300,4,FM-15,    ,170,1,N,  4.6,1,
411945,99999,20100624,0400,4,FM-15,    ,180,1,N,  4.1,1,
411945,99999,20100624,0500,4,FM-15,    ,200,1,N,  5.1,1,
411945,99999,20100624,0600,4,FM-15,    ,230,1,N,  5.1,1,
411945,99999,20100624,0700,4,FM-15,    ,250,1,N,  5.7,1,
411945,99999,20100624,0800,4,FM-15,    ,250,1,N,  5.7,1,
411945,99999,20100624,0900,4,FM-15,    ,280,1,N,  8.2,1,
411945,99999,20100624,1000,4,FM-15,    ,270,1,N,  8.2,1,
411945,99999,20100624,1100,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20100624,1142,4,FM-15,    ,290,1,N,  9.8,1,
411945,99999,20100624,1200,4,FM-15,    ,280,1,N,  9.8,1,
411945,99999,20100624,1300,4,FM-15,    ,290,1,N,  9.8,1,
411945,99999,20100624,1400,4,FM-15,    ,290,1,N,  9.3,1,
411945,99999,20100624,1500,4,FM-15,    ,280,1,N,  7.2,1,
411945,99999,20100624,1600,4,FM-15,    ,270,1,N,  6.7,1,
411945,99999,20100624,1700,4,FM-15,    ,260,1,N,  6.2,1,
411945,99999,20100624,1800,4,FM-15,    ,250,1,N,  5.1,1,
411945,99999,20100624,1900,4,FM-15,    ,240,1,N,  4.6,1,
411945,99999,20100624,2000,4,FM-15,    ,220,1,N,  4.6,1,
411945,99999,20100624,2200,4,FM-15,    ,200,1,N,  4.6,1,
411945,99999,20100624,2300,4,FM-15,    ,200,1,N,  5.1,1,
411945,99999,20100625,0000,4,FM-15,    ,180,1,N,  5.7,1,
411945,99999,20100625,0100,4,FM-15,    ,180,1,N,  6.7,1,
411945,99999,20100625,0200,4,FM-15,    ,180,1,N,  6.7,1,
411945,99999,20100625,0300,4,FM-15,    ,190,1,N,  8.2,1,
411945,99999,20100625,0500,4,FM-15,    ,180,1,N,  7.7,1,
411945,99999,20100625,0600,4,FM-15,    ,210,1,N,  5.1,1,
411945,99999,20100625,0700,4,FM-15,    ,210,1,N,  6.2,1,
411945,99999,20100625,0708,4,FM-15,    ,280,1,N,  5.7,1,
411945,99999,20100625,0800,4,FM-15,    ,260,1,N,  5.1,1,
411945,99999,20100625,0900,4,FM-15,    ,270,1,N,  8.7,1,
411945,99999,20100625,1000,4,FM-15,    ,270,1,N,  8.2,1,
411945,99999,20100625,1100,4,FM-15,    ,270,1,N,  8.2,1,
411945,99999,20100625,1200,4,FM-15,    ,270,1,N,  7.7,1,
411945,99999,20100625,1300,4,FM-15,    ,280,1,N,  7.7,1,
411945,99999,20100625,1400,4,FM-15,    ,280,1,N,  6.2,1,
411945,99999,20100625,1500,4,FM-15,    ,270,1,N,  7.2,1,
411945,99999,20100625,1600,4,FM-15,    ,280,1,N,  5.7,1,
411945,99999,20100625,1700,4,FM-15,    ,280,1,N,  3.6,1,
411945,99999,20100625,1800,4,FM-15,    ,240,1,N,  2.6,1,
411945,99999,20100625,1900,4,FM-15,    ,230,1,N,  3.6,1,
411945,99999,20100625,2000,4,FM-15,    ,260,1,N,  4.1,1,
411945,99999,20100625,2100,4,FM-15,    ,250,1,N,  3.6,1,
411945,99999,20100625,2200,4,FM-15,    ,240,1,N,  3.6,1,
411945,99999,20100625,2300,4,FM-15,    ,230,1,N,  3.6,1,
411945,99999,20100626,0000,4,FM-15,    ,210,1,N,  3.1,1,
411945,99999,20100626,0100,4,FM-15,    ,170,1,N,  3.1,1,
411945,99999,20100626,0200,4,FM-15,    ,180,1,N,  5.1,1,
411945,99999,20100626,0300,4,FM-15,    ,170,1,N,  5.7,1,
411945,99999,20100626,0400,4,FM-15,    ,170,1,N,  6.2,1,
411945,99999,20100626,0500,4,FM-15,    ,190,1,N,  5.7,1,
411945,99999,20100626,0600,4,FM-15,    ,230,1,N,  5.1,1,
411945,99999,20100626,0700,4,FM-15,    ,240,1,N,  4.1,1,
411945,99999,20100626,0800,4,FM-15,    ,240,1,N,  3.1,1,
411945,99999,20100626,0900,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20100626,1000,4,FM-15,    ,280,1,N,  5.7,1,
411945,99999,20100626,1100,4,FM-15,    ,270,1,N,  6.2,1,
411945,99999,20100626,1200,4,FM-15,    ,290,1,N,  8.7,1,
411945,99999,20100626,1300,4,FM-15,    ,290,1,N,  7.7,1,
411945,99999,20100626,1400,4,FM-15,    ,300,1,N,  7.7,1,
411945,99999,20100626,1500,4,FM-15,    ,310,1,N,  7.7,1,
411945,99999,20100626,1600,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20100626,1700,4,FM-15,    ,320,1,N,  4.6,1,
411945,99999,20100626,1800,4,FM-15,    ,320,1,N,  2.6,1,
411945,99999,20100626,1900,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20100626,2000,4,FM-15,    ,280,1,N,  2.6,1,
411945,99999,20100626,2100,4,FM-15,    ,260,1,N,  3.6,1,
411945,99999,20100626,2200,4,FM-15,    ,230,1,N,  2.1,1,
411945,99999,20100626,2300,4,FM-15,    ,220,1,N,  2.1,1,
411945,99999,20100627,0100,4,FM-15,    ,250,1,N,  1.5,1,
411945,99999,20100627,0200,4,FM-15,    ,210,1,N,  2.1,1,
411945,99999,20100627,0300,4,FM-15,    ,160,1,N,  1.5,1,
411945,99999,20100627,0400,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100627,0500,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20100627,0600,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100627,0700,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20100627,0800,4,FM-15,    ,290,1,N,  2.1,1,
411945,99999,20100627,0900,4,FM-15,    ,360,1,N,  2.1,1,
411945,99999,20100627,0931,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20100627,1000,4,FM-15,    ,310,1,N,  8.2,1,
411945,99999,20100627,1100,4,FM-15,    ,330,1,N,  7.2,1,
411945,99999,20100627,1200,4,FM-15,    ,330,1,N,  7.7,1,
411945,99999,20100627,1300,4,FM-15,    ,320,1,N,  8.2,1,
411945,99999,20100627,1400,4,FM-15,    ,350,1,N,  7.2,1,
411945,99999,20100627,1600,4,FM-15,    ,350,1,N,  4.6,1,
411945,99999,20100627,1700,4,FM-15,    ,020,1,N,  2.6,1,
411945,99999,20100627,1800,4,FM-15,    ,360,1,N,  1.5,1,
411945,99999,20100627,1900,4,FM-15,    ,320,1,N,  1.5,1,
411945,99999,20100627,2000,4,FM-15,    ,300,1,N,  2.6,1,
411945,99999,20100627,2100,4,FM-15,    ,300,1,N,  2.6,1,
411945,99999,20100627,2200,4,FM-15,    ,300,1,N,  2.6,1,
411945,99999,20100627,2300,4,FM-15,    ,340,1,N,  2.1,1,
411945,99999,20100628,0100,4,FM-15,    ,080,1,N,  1.0,1,
411945,99999,20100628,0200,4,FM-15,    ,999,9,V,  0.5,1,
411945,99999,20100628,0300,4,FM-15,    ,150,1,N,  1.5,1,
411945,99999,20100628,0400,4,FM-15,    ,160,1,N,  3.6,1,
411945,99999,20100628,0500,4,FM-15,    ,240,1,N,  1.5,1,
411945,99999,20100628,0600,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100628,0700,4,FM-15,    ,999,9,V,  1.5,1,
411945,99999,20100628,0800,4,FM-15,    ,310,1,N,  3.6,1,
411945,99999,20100628,0900,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20100628,1000,4,FM-15,    ,330,1,N,  6.7,1,
411945,99999,20100628,1100,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20100628,1200,4,FM-15,    ,310,1,N,  7.2,1,
411945,99999,20100628,1300,4,FM-15,    ,310,1,N,  7.2,1,
411945,99999,20100628,1400,4,FM-15,    ,330,1,N,  6.2,1,
411945,99999,20100628,1500,4,FM-15,    ,330,1,N,  5.1,1,
411945,99999,20100628,1600,4,FM-15,    ,340,1,N,  3.6,1,
411945,99999,20100628,1800,4,FM-15,    ,350,1,N,  1.5,1,
411945,99999,20100628,1900,4,FM-15,    ,350,1,N,  0.5,1,
411945,99999,20100628,2000,4,FM-15,    ,230,1,N,  2.1,1,
411945,99999,20100628,2100,4,FM-15,    ,200,1,N,  2.6,1,
411945,99999,20100628,2200,4,FM-15,    ,200,1,N,  2.1,1,
411945,99999,20100628,2300,4,FM-15,    ,090,1,N,  1.5,1,
411945,99999,20100629,0000,4,FM-15,    ,210,1,N,  1.5,1,
411945,99999,20100629,0100,4,FM-15,    ,210,1,N,  3.1,1,
411945,99999,20100629,0200,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100629,0300,4,FM-15,    ,220,1,N,  2.6,1,
411945,99999,20100629,0400,4,FM-15,    ,220,1,N,  2.6,1,
411945,99999,20100629,0500,4,FM-15,    ,230,1,N,  3.1,1,
411945,99999,20100629,0600,4,FM-15,    ,280,1,N,  3.6,1,
411945,99999,20100629,0700,4,FM-15,    ,280,1,N,  3.1,1,
411945,99999,20100629,0800,4,FM-15,    ,290,1,N,  5.7,1,
411945,99999,20100629,0900,4,FM-15,    ,290,1,N,  5.1,1,
411945,99999,20100629,1000,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20100629,1100,4,FM-15,    ,300,1,N,  6.7,1,
411945,99999,20100629,1200,4,FM-15,    ,310,1,N,  6.7,1,
411945,99999,20100629,1300,4,FM-15,    ,290,1,N,  5.7,1,
411945,99999,20100629,1400,4,FM-15,    ,290,1,N,  5.7,1,
411945,99999,20100629,1500,4,FM-15,    ,300,1,N,  5.1,1,
411945,99999,20100629,1600,4,FM-15,    ,280,1,N,  4.1,1,
411945,99999,20100629,1700,4,FM-15,    ,270,1,N,  3.6,1,
411945,99999,20100629,1800,4,FM-15,    ,240,1,N,  2.6,1,
411945,99999,20100629,1900,4,FM-15,    ,250,1,N,  2.1,1,
411945,99999,20100629,2000,4,FM-15,    ,230,1,N,  2.6,1,
411945,99999,20100629,2100,4,FM-15,    ,200,1,N,  2.6,1,
411945,99999,20100629,2200,4,FM-15,    ,180,1,N,  2.6,1,
411945,99999,20100629,2300,4,FM-15,    ,200,1,N,  3.1,1,
411945,99999,20100630,0000,4,FM-15,    ,200,1,N,  3.1,1,
411945,99999,20100630,0100,4,FM-15,    ,180,1,N,  3.1,1,
411945,99999,20100630,0141,4,FM-15,    ,180,1,N,  3.6,1,
411945,99999,20100630,0200,4,FM-15,    ,180,1,N,  3.6,1,
411945,99999,20100630,0300,4,FM-15,    ,170,1,N,  4.1,1,
411945,99999,20100630,0400,4,FM-15,    ,220,1,N,  4.6,1,
411945,99999,20100630,0500,4,FM-15,    ,999,9,V,  1.0,1,
411945,99999,20100630,0600,4,FM-15,    ,310,1,N,  3.6,1,
411945,99999,20100630,0700,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20100630,0800,4,FM-15,    ,300,1,N,  5.1,1,
411945,99999,20100630,0900,4,FM-15,    ,300,1,N,  4.6,1,
411945,99999,20100630,1000,4,FM-15,    ,270,1,N,  5.1,1,
411945,99999,20100630,1100,4,FM-15,    ,290,1,N,  5.7,1,
411945,99999,20100630,1200,4,FM-15,    ,290,1,N,  7.2,1,
411945,99999,20100630,1300,4,FM-15,    ,290,1,N,  7.2,1,
411945,99999,20100630,1400,4,FM-15,    ,280,1,N,  7.2,1,
411945,99999,20100630,1500,4,FM-15,    ,270,1,N,  6.7,1,
411945,99999,20100630,1600,4,FM-15,    ,270,1,N,  5.1,1,
411945,99999,20100630,1700,4,FM-15,    ,250,1,N,  4.1,1,
411945,99999,20100630,1800,4,FM-15,    ,240,1,N,  3.1,1,
411945,99999,20100630,1900,4,FM-15,    ,220,1,N,  3.1,1,
411945,99999,20100630,2000,4,FM-15,    ,200,1,N,  3.6,1,
411945,99999,20100630,2200,4,FM-15,    ,120,1,N,  2.1,1,
411945,99999,20100630,2300,4,FM-15,    ,160,1,N,  3.6,1,
411945,99999,20100701,0000,4,FM-15,    ,170,1,N,  3.6,1,
411945,99999,20100701,0100,4,FM-15,    ,150,1,N,  4.6,1,
411945,99999,20100701,0140,4,FM-15,    ,180,1,N,  4.6,1,
411945,99999,20100701,0200,4,FM-15,    ,170,1,N,  4.6,1,
411945,99999,20100701,0300,4,FM-15,    ,180,1,N,  5.1,1,
411945,99999,20100701,0400,4,FM-15,    ,210,1,N,  4.1,1,
411945,99999,20100701,0500,4,FM-15,    ,250,1,N,  4.6,1,
411945,99999,20100701,0600,4,FM-15,    ,270,1,N,  5.1,1,
411945,99999,20100701,0700,4,FM-15,    ,280,1,N,  5.7,1,
411945,99999,20100701,0800,4,FM-15,    ,300,1,N,  6.7,1,
411945,99999,20100701,0900,4,FM-15,    ,290,1,N,  5.7,1,
411945,99999,20100701,1100,4,FM-15,    ,290,1,N,  6.2,1,
411945,99999,20100701,1200,4,FM-15,    ,290,1,N,  6.7,1,
411945,99999,20100701,1300,4,FM-15,    ,290,1,N,  6.7,1,
411945,99999,20100701,1400,4,FM-15,    ,280,1,N,  6.2,1,
411945,99999,20100701,1500,4,FM-15,    ,270,1,N,  6.2,1,
411945,99999,20100701,1600,4,FM-15,    ,290,1,N,  3.1,1,
411945,99999,20100701,1700,4,FM-15,    ,270,1,N,  2.6,1,
411945,99999,20100701,1800,4,FM-15,    ,190,1,N,  2.6,1,
411945,99999,20100701,2000,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100701,2100,4,FM-15,    ,210,1,N,  3.6,1,
411945,99999,20100701,2200,4,FM-15,    ,130,1,N,  3.1,1,
411945,99999,20100701,2300,4,FM-15,    ,160,1,N,  3.6,1,
411945,99999,20100702,0000,4,FM-15,    ,160,1,N,  4.1,1,
411945,99999,20100702,0100,4,FM-15,    ,170,1,N,  4.6,1,
411945,99999,20100702,0200,4,FM-15,    ,180,1,N,  5.7,1,
411945,99999,20100702,0300,4,FM-15,    ,190,1,N,  5.1,1,
411945,99999,20100702,0400,4,FM-15,    ,190,1,N,  3.6,1,
411945,99999,20100702,0500,4,FM-15,    ,220,1,N,  3.6,1,
411945,99999,20100702,0600,4,FM-15,    ,250,1,N,  4.1,1,
411945,99999,20100702,0700,4,FM-15,    ,260,1,N,  3.1,1,
411945,99999,20100702,0800,4,FM-15,    ,290,1,N,  4.6,1,
411945,99999,20100702,0900,4,FM-15,    ,310,1,N,  5.7,1,
411945,99999,20100702,1000,4,FM-15,    ,300,1,N,  5.7,1,
411945,99999,20100702,1200,4,FM-15,    ,310,1,N,  6.2,1,
411945,99999,20100702,1300,4,FM-15,    ,310,1,N,  5.1,1,
411945,99999,20100702,1500,4,FM-15,    ,290,1,N,  4.1,1,
411945,99999,20100702,1600,4,FM-15,    ,290,1,N,  3.6,1,
411945,99999,20100702,1700,4,FM-15,    ,260,1,N,  3.1,1,
411945,99999,20100702,1800,4,FM-15,    ,260,1,N,  3.1,1,
411945,99999,20100702,1900,4,FM-15,    ,220,1,N,  2.6,1,
411945,99999,20100702,2000,4,FM-15,    ,220,1,N,  5.1,1,
411945,99999,20100702,2100,4,FM-15,    ,050,1,N,  1.5,1,
411945,99999,20100702,2300,4,FM-15,    ,160,1,N,  3.6,1,
411945,99999,20100703,0000,4,FM-15,    ,170,1,N,  2.1,1,
411945,99999,20100703,0035,4,FM-15,    ,170,1,N,  2.1,1,
