time,lat,lat,U,V
239832.0,20.0,120.00000762939452,-9.719319,-2.2783766
239838.0,20.0,120.00000762939452,-9.426207000000002,-2.029585
239844.0,20.0,120.00000762939452,-10.304227000000001,-1.029048
239850.0,20.0,120.00000762939452,-9.656823,-2.3092490000000003
239856.0,20.0,120.00000762939452,-9.718572,-1.7096433999999998
239862.0,20.0,120.00000762939452,-8.958135,-4.3705682999999995
239868.0,20.0,120.00000762939452,-10.507372,-2.5949106
239874.0,20.0,120.00000762939452,-8.224427,-3.8936615
239880.0,20.0,120.00000762939452,-9.527101,-4.175066999999999
239886.0,20.0,120.00000762939452,-11.328388,-5.805438
239892.0,20.0,120.00000762939452,-12.129224,-2.4703035
239898.0,20.0,120.00000762939452,-9.184094,-1.5729151000000001
239904.0,20.0,120.00000762939452,-10.594173,-0.5508670999999999
239910.0,20.0,120.00000762939452,-9.359916,0.63722676
239916.0,20.0,120.00000762939452,-9.6167555,2.3925335
239922.0,20.0,120.00000762939452,-7.783999400000001,1.5342548
239928.0,20.0,120.00000762939452,-7.684074400000001,2.890212
239934.0,20.0,120.00000762939452,-6.789726299999999,4.327625299999999
239940.0,20.0,120.00000762939452,-7.1549570000000005,5.82038
239946.0,20.0,120.00000762939452,-4.3637904999999995,9.808996
239952.0,20.0,120.00000762939452,-2.9152117000000004,13.327514
239958.0,20.0,120.00000762939452,1.9719830000000003,14.249429999999998
239964.0,20.0,120.00000762939452,4.6863585,13.032217999999999
239970.0,20.0,120.00000762939452,7.012532000000001,10.520974
239976.0,20.0,120.00000762939452,6.418648,9.696810000000001
239982.0,20.0,120.00000762939452,6.996830999999999,5.190543
239988.0,20.0,120.00000762939452,5.6471862999999995,3.0197057999999997
239994.0,20.0,120.00000762939452,6.364663,0.59581125
240000.0,20.0,120.00000762939452,5.943218,-0.52014923
240006.0,20.0,120.00000762939452,4.03302,-1.9230909
240012.0,20.0,120.00000762939452,0.77554727,-1.5262947
240018.0,20.0,120.00000762939452,-2.588519,-1.0145874
240024.0,20.0,120.00000762939452,-2.0280828,0.6476960999999999
240030.0,20.0,120.00000762939452,-4.6384907,-1.6713113999999998
240036.0,20.0,120.00000762939452,-6.3647175,-0.44816947
240042.0,20.0,120.00000762939452,-7.1975975000000005,0.57448184
240048.0,20.0,120.00000762939452,-7.479989999999999,2.5203762000000003
240054.0,20.0,120.00000762939452,-5.0243053,2.0905169999999997
240060.0,20.0,120.00000762939452,-6.3293743,2.156457
240066.0,20.0,120.00000762939452,-5.669238,2.0520697
240072.0,20.0,120.00000762939452,-5.375679,2.9788474999999996
240078.0,20.0,120.00000762939452,-2.1649217999999997,3.4941359
240084.0,20.0,120.00000762939452,-1.2469883,0.617818
240090.0,20.0,120.00000762939452,-1.3804207,2.1173553
240096.0,20.0,120.00000762939452,0.56326294,0.76949286
240102.0,20.0,120.00000762939452,-0.05352509,-1.136447
240108.0,20.0,120.00000762939452,-0.61450005,-3.1779537
240114.0,20.0,120.00000762939452,-1.5490751,-2.3820581
240120.0,20.0,120.00000762939452,-2.7721433999999996,-0.15932178
240126.0,20.0,120.00000762939452,-1.5702877,-2.4784507999999996
240132.0,20.0,120.00000762939452,-1.892971,-3.367814
240138.0,20.0,120.00000762939452,-1.9156064999999998,-2.5959892000000004
240144.0,20.0,120.00000762939452,-3.4206027999999997,0.030242442999999997
240150.0,20.0,120.00000762939452,-0.44724894,0.85314184
240156.0,20.0,120.00000762939452,-1.1723194,-0.8574476999999999
