time,lat,lon,U,V
978,8,293,-4.650939,-1.0922041
984,8,293,-3.26785,-1.1526451
990,8,293,-3.5492258,-1.6448679
996,8,293,-5.1859827,-1.64995
1002,8,293,-4.182275,-1.5833158
1008,8,293,-3.2804203,-1.4402828
1014,8,293,-3.0336218,-1.503375
1020,8,293,-4.439746,-2.482503
1026,8,293,-4.8420725,-2.1509647
1032,8,293,-4.0179625,-1.384285
1038,8,293,-4.4596424,-1.6205845
1044,8,293,-5.6105814,-2.1207466
1050,8,293,-4.572942,-0.8594947
1056,8,293,-3.14334,-1.5248775
1062,8,293,-3.694971,-1.43684
1068,8,293,-4.0791225,-2.456668
1074,8,293,-3.5928955,-1.4778233
1080,8,293,-3.0389109,-0.86273235
1086,8,293,-3.7398643,-2.0781374
1092,8,293,-5.294256,-2.4550905
1098,8,293,-5.6531143,-1.8999567
1104,8,293,-3.6848135,-2.0139685
1110,8,293,-3.7750483,-3.0501976
1116,8,293,-5.470892,-3.2342415
1122,8,293,-5.542053,-2.841467
1128,8,293,-3.4771032,-1.5462456
1134,8,293,-3.1079044,-2.4746752
1140,8,293,-5.072277,-2.6761322
1146,8,293,-4.507745,-1.0091372
1152,8,293,-3.1615543,-1.6156988
1158,8,293,-4.6447964,-2.2328148
1164,8,293,-6.275074,-2.215084
1170,8,293,-6.337428,-1.3238668
1176,8,293,-4.1411486,-1.2525063
1182,8,293,-4.774104,-3.1001434
1188,8,293,-6.156146,-2.5194511
1194,8,293,-5.847988,-1.7192678
1200,8,293,-3.6152096,-1.5011368
1206,8,293,-3.4863977,-2.1286402
1212,8,293,-5.8517885,-1.8406448
1218,8,293,-5.0270863,-1.469801
1224,8,293,-3.601447,-1.6926689
1230,8,293,-5.2799873,-2.251566
1236,8,293,-6.1696415,-2.365921
1242,8,293,-6.079813,-2.588029
1248,8,293,-4.0737896,-1.7734671
1254,8,293,-4.840436,-2.5816984
1260,8,293,-5.560872,-2.5477314
1266,8,293,-5.449869,-2.1124125
1272,8,293,-3.4878893,-1.7745285
1278,8,293,-3.8687649,-3.8459082
1284,8,293,-5.24679,-2.8800468
1290,8,293,-4.83132,-2.065467
1296,8,293,-2.7501812,-1.5567102
1302,8,293,-2.9234,-3.5552397
1308,8,293,-4.5848455,-3.0435085
1314,8,293,-3.3130608,-0.89250183
1320,8,293,-2.560958,-1.3124504
1326,8,293,-2.9226303,-3.2330933
1332,8,293,-4.0808773,-3.0821962
1338,8,293,-3.6589613,-1.7078867
1344,8,293,-2.9731188,-1.3432531
1350,8,293,-3.0008821,-3.7893724
1356,8,293,-4.604039,-2.9357738
1362,8,293,-3.7346516,-1.591999
1368,8,293,-2.2659369,-1.5153656
1374,8,293,-3.903079,-3.0961351
1380,8,293,-5.3654194,-2.3457422
1386,8,293,-4.05632,-1.9962473
1392,8,293,-2.0556755,-1.4085121
1398,8,293,-2.7905817,-2.591591
1404,8,293,-4.655856,-2.5433416
1410,8,293,-3.484867,-1.7556801
1416,8,293,-1.5917578,-0.85576534
1422,8,293,-2.5693827,-2.1444855
1428,8,293,-4.5265484,-2.2460089
1434,8,293,-3.4616728,-0.5193424
1440,8,293,-3.4003248,-1.4563951
1446,8,293,-4.9772854,-0.78559273
1452,8,293,-4.4458084,-1.3793602
1458,8,293,-3.467269,-0.45206642
1464,8,293,-3.306385,-0.00891763
1470,8,293,-2.6217833,-1.7985106
1476,8,293,-3.828802,-1.7788754
1482,8,293,-3.7794485,-0.54040986
1488,8,293,-2.6130695,-0.56746113
1494,8,293,-2.9337587,-1.6817741
1500,8,293,-4.3385057,-1.3064594
1506,8,293,-3.254737,-0.28112644
1512,8,293,-1.9386368,0.1256415
1518,8,293,-1.1334734,-0.5504011
1524,8,293,-1.8897905,-1.2845201
1530,8,293,-3.1385698,0.48283756
1536,8,293,-1.490902,1.0762892
1542,8,293,-1.6073818,0.6440632
1548,8,293,-0.9404869,-1.0668497
1554,8,293,-1.9943256,0.11843687
1560,8,293,-1.2056847,0.5941244
1566,8,293,-1.290596,0.12191868
1572,8,293,-1.5108976,0.2222684
1578,8,293,-3.365697,-0.17058265
1584,8,293,-2.283759,-0.048397012
1590,8,293,-1.960577,-1.1231899
1596,8,293,-2.4087362,-1.8711777
1602,8,293,-3.3637438,-0.7143307
1608,8,293,-2.6195812,0.4354881
1614,8,293,-3.0126238,0.005540907
1620,8,293,-4.477871,-1.6858292
1626,8,293,-6.508622,-1.25811
1632,8,293,-2.789445,0.16515064
1638,8,293,-3.3778467,-0.8166577
1644,8,293,-4.9322357,-2.6087313
1650,8,293,-5.051118,-1.5791359
1656,8,293,-2.8262587,-0.23724651
1662,8,293,-3.0570354,-1.0172434
1668,8,293,-5.039584,-1.6455517
1674,8,293,-4.3985014,-0.517951
1680,8,293,-2.6276512,0.05132675
1686,8,293,-2.5576906,-0.86152273
1692,8,293,-4.900325,-2.0211182
1698,8,293,-3.8597097,-0.5600567
1704,8,293,-2.5135612,0.29362774
1710,8,293,-2.777587,-1.7031479
1716,8,293,-5.0672817,-2.2644463
1722,8,293,-4.8650007,-0.87886333
1728,8,293,-3.9712658,0.00729841
1734,8,293,-5.3558016,-0.0790776
1740,8,293,-6.046132,-0.87946224
1746,8,293,-5.405076,-0.69027233
1752,8,293,-2.8325796,-0.12339306
1758,8,293,-2.989749,-1.8571634
1764,8,293,-4.804517,-1.8998709
1770,8,293,-4.0120697,-1.6951418
1776,8,293,-2.5390568,-1.3828096
1782,8,293,-3.4281988,-2.9250336
1788,8,293,-4.9167624,-2.4327593
1794,8,293,-3.870366,-2.2456617
1800,8,293,-2.0462532,-1.6178703
1806,8,293,-3.1031437,-3.9900532
1812,8,293,-4.7448044,-3.323223
1818,8,293,-3.5477962,-2.1705523
1824,8,293,-2.0607061,-0.9512062
1830,8,293,-2.58358,-3.7832165
1836,8,293,-4.437459,-2.9266205
1842,8,293,-2.4311314,-0.8555546
1848,8,293,-1.8160667,-0.33082855
1854,8,293,-2.9068813,-1.5534668
1860,8,293,-4.002264,-2.491167
1866,8,293,-3.5267677,-0.63017714
1872,8,293,-1.8945904,0.62248385
1878,8,293,-2.819767,-1.0435524
1884,8,293,-3.446682,0.24910408
1890,8,293,-3.6631622,0.24060565
1896,8,293,-1.8946619,0.05975634
1902,8,293,-1.6217537,0.14804429
1908,8,293,-2.286312,-0.37045896
1914,8,293,-1.8506346,1.6521919
1920,8,293,1.7352161,1.2262596
1926,8,293,0.55786633,0.08603726
1932,8,293,0.41687137,1.1422753
1938,8,293,0.0574255,1.0768864
1944,8,293,0.001915146,0.5691366
1950,8,293,0.3226388,0.99292
1956,8,293,-0.75437725,0.73534244
1962,8,293,-1.6068964,1.1568002
1968,8,293,-0.7685652,-0.80108035
1974,8,293,0.12398338,1.1581821
1980,8,293,-0.8891411,-1.374176
1986,8,293,-2.0941877,-0.008537293
1992,8,293,-0.83731365,-1.2688189
1998,8,293,-0.93492126,-0.9173524
2004,8,293,-1.921257,-0.76453483
2010,8,293,-2.9537268,-0.43113232
2016,8,293,-1.3569212,-0.5930767
2022,8,293,0.19529724,-0.9611654
2028,8,293,-0.45358372,-1.7302303
2034,8,293,-4.1451035,-0.8344965
2040,8,293,-1.6503897,0.68964535
2046,8,293,0.26621032,-0.04461107
2052,8,293,-2.5124884,-1.2445459
2058,8,293,-4.21552,-1.118927
2064,8,293,-2.0375032,-0.14759254
2070,8,293,-1.9407377,-1.0579233
2076,8,293,-3.7969694,-2.594633
2082,8,293,-3.5585232,-1.7669287
2088,8,293,-2.2836266,-0.4162569
2094,8,293,-2.2208624,-1.772337
2100,8,293,-4.2631445,-2.971262
2106,8,293,-4.6988564,-2.602992
2112,8,293,-2.5157099,-0.911623
2118,8,293,-2.6776714,-3.1554785
2124,8,293,-4.556342,-2.7373972
2130,8,293,-4.523739,-2.1216097
2136,8,293,-2.1571026,-0.7095976
2142,8,293,-2.9503584,-3.6527243
2148,8,293,-4.639271,-2.6749058
2154,8,293,-3.7631578,-1.5534763
2160,8,293,-1.8960657,-1.4483414
2166,8,293,-2.3228693,-3.7823324
2172,8,293,-4.687974,-2.4138203
2178,8,293,-5.2092266,-1.8238411
2184,8,293,-2.709814,-1.3476057
2190,8,293,-3.5556316,-2.6371126
2196,8,293,-5.105582,-2.0830803
2202,8,293,-4.616626,-1.7423315
2208,8,293,-3.2661572,-2.1657305
2214,8,293,-4.2246447,-3.5296993
2220,8,293,-4.9999847,-2.7593575
2226,8,293,-4.886237,-1.3655634
2232,8,293,-2.2218513,-1.3047409
